Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label
3/5/2015,2015,3,5,3,9,2015-09,201.2,210,201.2,206.4,900,206.4,0.04453435,214.4785714,217.6037037,undefined
3/6/2015,2015,3,6,4,9,2015-09,208,219.4,207.6,218,1100,218,0.056201582,214.3357143,217.6178571,undefined
3/9/2015,2015,3,9,0,10,2015-10,219,226,217,221.8,1000,221.8,0.017431207,214.3214286,217.762069,undefined
3/10/2015,2015,3,10,1,10,2015-10,219.8,223.8,210.2,214.4,700,214.4,-0.033363431,213.8928571,217.65,undefined
3/11/2015,2015,3,11,2,10,2015-10,210.2,225,210.2,221.2,700,221.2,0.031716433,213.9785714,217.7645161,undefined
3/12/2015,2015,3,12,3,10,2015-10,214,225,214,223.4,300,223.4,0.009945737,214.0928571,217.940625,undefined
3/13/2015,2015,3,13,4,10,2015-10,222,222,210.2,221.2,400,221.2,-0.009847793,214.1071429,218.0393939,undefined
3/16/2015,2015,3,16,0,11,2015-11,217.04,222,217,221.4,800,221.4,0.000904145,213.9642857,218.1382353,undefined
3/17/2015,2015,3,17,1,11,2015-11,221.4,222,212.6,222,600,222,0.002710055,213.9142857,218.2485714,undefined
3/18/2015,2015,3,18,2,11,2015-11,220.6,223,216.2,216.6,800,216.6,-0.024324297,213.6142857,218.2027778,undefined
3/19/2015,2015,3,19,3,11,2015-11,216.8,233.8,211,233.4,2500,233.4,0.077562268,215.4571429,218.6135135,undefined
3/20/2015,2015,3,20,4,11,2015-11,233,240,199.4,199.4,7000,199.4,-0.145672669,215.3285714,218.1078947,undefined
3/23/2015,2015,3,23,0,12,2015-12,206,207.6,195.2,199.8,1300,199.8,0.002006064,215.4714286,217.6384615,undefined
3/24/2015,2015,3,24,1,12,2015-12,202,205.2,197.2,205.2,1400,205.2,0.027026996,216.0142857,217.3275,undefined
3/25/2015,2015,3,25,2,12,2015-12,203.4,203.4,195.4,195.4,200,195.4,-0.0477583,215.2285714,216.7926829,undefined
3/26/2015,2015,3,26,3,12,2015-12,193.4,194.6,160,182.4,2700,182.4,-0.066530197,212.6857143,215.9738095,undefined
3/27/2015,2015,3,27,4,12,2015-12,178,182,175,180.2,500,180.2,-0.012061387,209.7142857,215.1418605,undefined
3/30/2015,2015,3,30,0,13,2015-13,180.2,195.6,178.08,190.6,600,190.6,0.057713703,208.0142857,214.5840909,undefined
3/31/2015,2015,3,31,1,13,2015-13,189.8,213,185.6,202.2,1300,202.2,0.060860391,206.6571429,214.3088889,undefined
4/1/2015,2015,4,1,2,13,2015-13,205,205,187.4,201.2,200,201.2,-0.004945598,205.0714286,214.023913,undefined
4/2/2015,2015,4,2,3,13,2015-13,188.82,212,188.82,206.6,2300,206.6,0.026839012,204.0285714,213.8659574,undefined
4/6/2015,2015,4,6,0,14,2015-14,186.6,210,186.6,208.2,0,208.2,0.007744389,203.0857143,213.7479167,undefined
4/7/2015,2015,4,7,1,14,2015-14,207.8,207.8,194,205.2,200,205.2,-0.014409222,201.8857143,213.5734694,undefined
4/8/2015,2015,4,8,2,14,2015-14,196.8,202.6,196.8,202.6,0,202.6,-0.012670521,200.8857143,213.354,undefined
4/9/2015,2015,4,9,3,14,2015-14,202.8,202.8,186.9,198.8,0,198.8,-0.018756184,198.4142857,212.926,undefined
4/10/2015,2015,4,10,4,14,2015-14,198.4,219.8,195.2,213.8,200,213.8,0.075452715,199.4428571,212.782,undefined
4/13/2015,2015,4,13,0,15,2015-15,219.6,219.6,194.8,202,400,202,-0.055191781,199.6,212.342,undefined
4/14/2015,2015,4,14,1,15,2015-15,193,202.06,191.8,195.1,100,195.1,-0.034158386,198.8785714,211.808,undefined
4/15/2015,2015,4,15,2,15,2015-15,195,200.8,190.4,192.8,200,192.8,-0.011788842,198.6928571,211.228,undefined
4/16/2015,2015,4,16,3,15,2015-15,182.1,199.2,182.1,196,600,196,0.016597494,199.6642857,210.728,undefined
4/17/2015,2015,4,17,4,15,2015-15,185.6,192,185.6,187,100,187,-0.045918367,200.15,210.048,undefined
4/20/2015,2015,4,20,0,16,2015-16,185,188,177,185,500,185,-0.010695187,199.75,209.344,undefined
4/21/2015,2015,4,21,1,16,2015-16,183.4,189.32,179.8,181,200,181,-0.021621622,198.2357143,208.564,undefined
4/22/2015,2015,4,22,2,16,2015-16,183.2,186.6,174.76,177.4,600,177.4,-0.019889536,196.5357143,207.704,undefined
4/23/2015,2015,4,23,3,16,2015-16,184,186.8,172,178,1100,178,0.003382222,194.4928571,206.848,undefined
4/24/2015,2015,4,24,4,16,2015-16,183.6,183.6,173,176,800,176,-0.011235955,192.1928571,205.964,undefined
4/27/2015,2015,4,27,0,17,2015-17,176,198,176,182.6,700,182.6,0.037500035,190.5785714,205.212,undefined
4/28/2015,2015,4,28,1,17,2015-17,183.6,200.2,176.9,186.6,200,186.6,0.021905804,189.4357143,204.544,undefined
4/29/2015,2015,4,29,2,17,2015-17,184.2,186.4,176.7,186,200,186,-0.003215467,188.5214286,203.824,undefined
4/30/2015,2015,4,30,3,17,2015-17,179.16,185.8,179.16,185.4,0,185.4,-0.003225839,186.4928571,203.124,undefined
5/1/2015,2015,5,1,4,17,2015-17,188.4,188.4,180,187.4,100,187.4,0.010787487,185.45,202.472,undefined
5/4/2015,2015,5,4,0,18,2015-18,181.8,199.4,181.8,181.8,0,181.8,-0.029882556,184.5,201.672,undefined
5/5/2015,2015,5,5,1,18,2015-18,182.4,183.2,182.4,182.6,0,182.6,0.004400457,183.7714286,200.904,undefined
5/6/2015,2015,5,6,2,18,2015-18,180,180,180,180,0,180,-0.014238806,182.6285714,200.036,undefined
5/7/2015,2015,5,7,3,18,2015-18,186.2,187.2,184.7,184.7,200,184.7,0.026111094,182.4642857,199.276,undefined
5/8/2015,2015,5,8,4,18,2015-18,187.2,195.34,186.4,195.34,200,195.34,0.057606928,183.2028571,198.7668,undefined
5/11/2015,2015,5,11,0,19,2015-19,190,191.8,180.2,189.2,1700,189.2,-0.031432372,183.7885714,198.3988,undefined
5/12/2015,2015,5,12,1,19,2015-19,187.8,190,183.2,190,1000,190,0.004228346,184.6885714,198.1748,undefined
5/13/2015,2015,5,13,2,19,2015-19,184.4,193,180,188.2,1500,188.2,-0.0094737,185.4171429,197.9828,undefined
5/14/2015,2015,5,14,3,19,2015-19,189.4,195.6,180,195.6,1700,195.6,0.039319922,186.8171429,197.9428,undefined
5/15/2015,2015,5,15,4,19,2015-19,192,216.6,190,208.2,5900,208.2,0.064417129,188.6457143,197.9788,undefined
5/18/2015,2015,5,18,0,20,2015-20,209,213.8,187.8,198.6,3200,198.6,-0.046109467,189.5028571,197.5908,undefined
5/19/2015,2015,5,19,1,20,2015-20,205,209,191,194.6,2900,194.6,-0.020140986,190.1171429,197.0468,undefined
5/20/2015,2015,5,20,2,20,2015-20,202,202,187,187,900,187,-0.039054501,190.2314286,196.4988,undefined
5/21/2015,2015,5,21,3,20,2015-20,195,209.8,185.8,192,7400,192,0.026737968,190.56,195.9148,undefined
5/22/2015,2015,5,22,4,20,2015-20,193.2,193.2,181.2,185.8,300,185.8,-0.032291651,190.8457143,195.1628,undefined
5/26/2015,2015,5,26,1,21,2015-21,189,196.4,184.8,187.4,4900,187.4,0.008611361,191.1885714,194.4868,undefined
5/27/2015,2015,5,27,2,21,2015-21,187.6,192.6,186.4,191.2,400,191.2,0.020277498,191.9885714,193.8828,undefined
5/28/2015,2015,5,28,3,21,2015-21,191.4,192.8,170.8,173.8,4700,173.8,-0.091004154,191.21,192.9188,undefined
5/29/2015,2015,5,29,4,21,2015-21,181,181.2,170.8,173.96,2000,173.96,0.000920619,189.6828571,192.066,undefined
6/1/2015,2015,6,1,0,22,2015-22,176.4,177,159.8,159.8,7600,159.8,-0.08139804,187.5828571,190.594,undefined
6/2/2015,2015,6,2,1,22,2015-22,160,162.8,155.4,158.6,6900,158.6,-0.007509367,185.34,189.778,undefined
6/3/2015,2015,6,3,2,22,2015-22,158.4,163.1,157,159.6,2200,159.6,0.00630517,183.2971429,188.974,undefined
6/4/2015,2015,6,4,3,22,2015-22,157.6,166.8,157,158.2,1200,158.2,-0.008771987,180.6257143,188.034,undefined
6/5/2015,2015,6,5,4,22,2015-22,158.6,158.6,143,155.4,3000,155.4,-0.017699135,176.8542857,187.234,undefined
6/8/2015,2015,6,8,0,23,2015-23,151.4,152.84,143.68,147.8,2200,147.8,-0.048905992,173.2257143,186.542,undefined
6/9/2015,2015,6,9,1,23,2015-23,145,155,145,154,600,154,0.041948558,170.3257143,186.018,undefined
6/10/2015,2015,6,10,2,23,2015-23,152.2,155.08,150.12,154,400,154,0,167.9685714,185.286,undefined
6/11/2015,2015,6,11,3,23,2015-23,152.4,155,147,149.2,1200,149.2,-0.031168851,164.9114286,184.226,undefined
6/12/2015,2015,6,12,4,23,2015-23,149.6,149.6,146,147,200,147,-0.014745288,162.14,183.142,undefined
6/15/2015,2015,6,15,0,24,2015-24,146,150,143,150,600,150,0.020408163,159.4685714,182.01,undefined
6/16/2015,2015,6,16,1,24,2015-24,149.8,153.4,142.9,145.2,700,145.2,-0.03200002,156.1828571,180.75,undefined
6/17/2015,2015,6,17,2,24,2015-24,146.6,148.6,141.8,148.2,700,148.2,0.020661157,154.3542857,179.61,undefined
6/18/2015,2015,6,18,3,24,2015-24,143.4,151,143.4,151,700,151,0.018893408,152.7142857,178.578,undefined
6/19/2015,2015,6,19,4,24,2015-24,146.8,150.8,146.6,146.6,100,146.6,-0.029139032,151.7714286,177.534,undefined
6/22/2015,2015,6,22,0,25,2015-25,155,155,146.2,146.2,200,146.2,-0.002728575,150.8857143,176.182,undefined
6/23/2015,2015,6,23,1,25,2015-25,148.2,150,148,149.6,100,149.6,0.023255877,150.1714286,175.134,undefined
6/24/2015,2015,6,24,2,25,2015-25,147.6,153,147.6,150.5,600,150.5,0.006016002,149.6214286,174.242,undefined
6/25/2015,2015,6,25,3,25,2015-25,150,151.6,145.4,148,2800,148,-0.016611296,149.0928571,173.346,undefined
6/26/2015,2015,6,26,4,25,2015-25,151.6,151.6,144.4,148,2000,148,0,149.1071429,172.386,undefined
6/29/2015,2015,6,29,0,26,2015-26,148,151,145,146.4,500,146.4,-0.010810852,148.5642857,171.574,undefined
6/30/2015,2015,6,30,1,26,2015-26,149.36,149.36,140.2,145,600,145,-0.0095628,147.9214286,170.774,undefined
7/1/2015,2015,7,1,2,26,2015-26,147.6,150.4,145.6,148.2,200,148.2,0.022068944,147.85,170.118,undefined
7/2/2015,2015,7,2,3,26,2015-26,149.6,157,149.6,156.2,600,156.2,0.053981108,148.5071429,169.694,undefined
7/6/2015,2015,7,6,0,27,2015-27,152,164,152,162,3600,162,0.037131902,149.3642857,169.374,undefined
7/7/2015,2015,7,7,1,27,2015-27,164,165.8,159.6,163.2,1000,163.2,0.007407389,150.65,169.118,undefined
7/8/2015,2015,7,8,2,27,2015-27,158.3,160.18,150,155.6,400,155.6,-0.046568572,151.1785714,168.578,undefined
7/9/2015,2015,7,9,3,27,2015-27,153.6,162.18,153.6,155.4,300,155.4,-0.001285425,151.4928571,167.954,undefined
7/10/2015,2015,7,10,4,27,2015-27,163.6,166.6,160.2,165.2,300,165.2,0.063063085,152.8214286,167.538,undefined
7/13/2015,2015,7,13,0,28,2015-28,165.4,181.4,156,180,1100,180,0.089588398,155.2357143,167.43,undefined
7/14/2015,2015,7,14,1,28,2015-28,175.8,200,174.6,188.6,2000,188.6,0.047777812,158.0214286,167.454,undefined
7/15/2015,2015,7,15,2,28,2015-28,192,194,180.48,188.2,1200,188.2,-0.002120939,160.7142857,167.582,undefined
7/16/2015,2015,7,16,3,28,2015-28,193.6,194.8,187,192.2,900,192.2,0.021253985,163.8714286,167.774,undefined
7/17/2015,2015,7,17,4,28,2015-28,192,192.2,188,189.6,600,189.6,-0.013527528,166.8428571,167.966,undefined
7/20/2015,2015,7,20,0,29,2015-29,190,190,180,180,400,180,-0.050632942,169.2428571,167.872,undefined
7/21/2015,2015,7,21,1,29,2015-29,182.74,189.6,180.2,180.2,500,180.2,0.001111094,171.7571429,167.5692,undefined
7/22/2015,2015,7,22,2,29,2015-29,180.4,184.86,174.4,180,800,180,-0.001109861,174.0285714,167.3852,undefined
7/23/2015,2015,7,23,3,29,2015-29,179.8,182.6,176,180,600,180,0,175.7285714,167.1852,undefined
7/24/2015,2015,7,24,4,29,2015-29,176.6,177.6,168,174.2,300,174.2,-0.032222239,176.6,166.9052,undefined
7/27/2015,2015,7,27,0,30,2015-30,161.8,161.8,149.4,158.2,600,158.2,-0.091848452,176.2428571,166.1572,undefined
7/28/2015,2015,7,28,1,30,2015-30,162,162.2,153.2,159,800,159,0.005056909,176.4857143,165.1732,undefined
7/29/2015,2015,7,29,2,30,2015-30,155.56,162,153.8,160.8,200,160.8,0.011320774,176.8714286,164.4172,undefined
7/30/2015,2015,7,30,3,30,2015-30,160.6,160.6,153.8,154.2,200,154.2,-0.041044813,176.0857143,163.6092,undefined
7/31/2015,2015,7,31,4,30,2015-30,155,158,154.4,156.2,500,156.2,0.012970169,174.3857143,162.9932,undefined
8/3/2015,2015,8,3,0,31,2015-31,159.8,160,156.2,158.7,200,158.7,0.016005122,172.25,162.3272,undefined
8/4/2015,2015,8,4,1,31,2015-31,159.6,161,153.84,159,800,159,0.001890378,170.1642857,161.7912,undefined
8/5/2015,2015,8,5,2,31,2015-31,159.36,161,156,159.2,600,159.2,0.001257842,167.8071429,161.2272,undefined
8/6/2015,2015,8,6,3,31,2015-31,161,162,159.34,160,900,160,0.005025145,165.6928571,160.6032,undefined
8/7/2015,2015,8,7,4,31,2015-31,155.4,160.6,154,154.8,400,154.8,-0.032499981,163.8928571,160.2232,undefined
8/10/2015,2015,8,10,0,32,2015-32,155.2,160,144.8,153.6,400,153.6,-0.007751918,161.9928571,159.816,undefined
8/11/2015,2015,8,11,1,32,2015-32,152.2,154,147,153.4,200,153.4,-0.001302163,160.0928571,159.688,undefined
8/12/2015,2015,8,12,2,32,2015-32,153.4,153.4,148,149.2,100,149.2,-0.027379381,157.8928571,159.5,undefined
8/13/2015,2015,8,13,3,32,2015-32,159,159,154.6,157.6,0,157.6,0.056300331,156.7071429,159.46,undefined
8/14/2015,2015,8,14,4,32,2015-32,159.2,159.2,158.4,158.4,0,158.4,0.005076064,156.7214286,159.464,undefined
8/17/2015,2015,8,17,0,33,2015-33,160.4,163.2,160,163.2,100,163.2,0.030303051,157.0214286,159.62,undefined
8/18/2015,2015,8,18,1,33,2015-33,162,162,158.6,160,100,160,-0.019607825,156.9642857,159.864,undefined
8/19/2015,2015,8,19,2,33,2015-33,161.6,162,159.4,159.4,100,159.4,-0.003750038,157.3357143,159.972,undefined
8/20/2015,2015,8,20,3,33,2015-33,161.6,162,160.6,162,100,162,0.016311206,157.75,160.132,undefined
8/21/2015,2015,8,21,4,33,2015-33,162,162,158.4,158.4,100,158.4,-0.02222226,157.7285714,160.316,undefined
8/24/2015,2015,8,24,0,34,2015-34,144,150,144,150,100,150,-0.053030267,157.0857143,160.376,undefined
8/25/2015,2015,8,25,1,34,2015-34,151,160.8,151,156.8,0,156.8,0.045333354,156.9142857,160.512,undefined
8/26/2015,2015,8,26,2,34,2015-34,160.2,161,156.2,158.2,100,158.2,0.008928532,156.7857143,160.772,undefined
8/27/2015,2015,8,27,3,34,2015-34,160.4,161,156.92,161,0,161,0.017699135,157.2285714,161.028,undefined
8/28/2015,2015,8,28,4,34,2015-34,161,162.2,161,162,300,162,0.00621118,157.8285714,161.248,undefined
8/31/2015,2015,8,31,0,35,2015-35,161.88,166.4,161.4,162,600,162,0,158.4428571,161.556,undefined
9/1/2015,2015,9,1,1,35,2015-35,160,162,160,162,300,162,0,159.3571429,161.872,undefined
9/2/2015,2015,9,2,2,35,2015-35,168,173.4,160,164.4,800,164.4,0.014814777,159.8428571,162.168,undefined
9/3/2015,2015,9,3,3,35,2015-35,164.8,168,162.2,168,400,168,0.021897848,160.5285714,162.518,undefined
9/4/2015,2015,9,4,4,35,2015-35,177,178,166,175.6,400,175.6,0.045238132,161.4142857,163.07,undefined
9/8/2015,2015,9,8,1,36,2015-36,184,184,170,179.8,600,179.8,0.023917977,162.8285714,163.706,undefined
9/9/2015,2015,9,9,2,36,2015-36,178,178,166,166,1200,166,-0.076751962,163.3,164.098,undefined
9/10/2015,2015,9,10,3,36,2015-36,166.8,168,152.6,158.4,900,158.4,-0.045783169,163.0428571,164.366,undefined
9/11/2015,2015,9,11,4,36,2015-36,157.6,160.4,155,159.4,700,159.4,0.006313132,163.1142857,164.59,undefined
9/14/2015,2015,9,14,0,37,2015-37,164,165.4,158.6,163.4,300,163.4,0.025094104,164.0714286,164.734,undefined
9/15/2015,2015,9,15,1,37,2015-37,165.6,171.2,164.2,170.6,400,170.6,0.044063724,165.0571429,164.906,undefined
9/16/2015,2015,9,16,2,37,2015-37,169.8,173.2,165.4,165.4,200,165.4,-0.030480727,165.5714286,164.95,undefined
9/17/2015,2015,9,17,3,37,2015-37,168.8,170.8,160.2,170.6,500,170.6,0.031439011,166.2571429,165.25,undefined
9/18/2015,2015,9,18,4,37,2015-37,169.4,182,168.2,174.2,2300,174.2,0.021101939,167.1285714,165.626,undefined
9/21/2015,2015,9,21,0,38,2015-38,174.6,175.62,162.2,163.6,1000,163.6,-0.060849547,167.2428571,165.594,undefined
9/22/2015,2015,9,22,1,38,2015-38,160,160.6,152.6,154.7,600,154.7,-0.054401032,166.7214286,165.088,undefined
9/23/2015,2015,9,23,2,38,2015-38,151,178.6,151,155.8,1000,155.8,0.007110576,166.1071429,164.432,undefined
9/24/2015,2015,9,24,3,38,2015-38,158.4,159.8,142,143.4,900,143.4,-0.079589274,164.35,163.536,undefined
9/25/2015,2015,9,25,4,38,2015-38,148.8,148.8,129,132.6,1200,132.6,-0.075313726,161.2785714,162.344,undefined
9/28/2015,2015,9,28,0,39,2015-39,130,131.6,121.4,126.4,1800,126.4,-0.046757197,157.4642857,161.08,undefined
9/29/2015,2015,9,29,1,39,2015-39,80,90.14,68.6,83.4,9100,83.4,-0.340189869,151.5642857,159.148,undefined
9/30/2015,2015,9,30,2,39,2015-39,83,88.6,77,79.2,2500,79.2,-0.050359766,145.9071429,157.128,undefined
10/1/2015,2015,10,1,3,39,2015-39,78.8,80,75.2,77.6,1900,77.6,-0.020202002,140.0642857,155.08,undefined
10/2/2015,2015,10,2,4,39,2015-39,75.8,76.6,74.2,74.8,500,74.8,-0.036082416,133.7357143,152.976,undefined
10/5/2015,2015,10,5,0,40,2015-40,74,74,62,69.4,2400,69.4,-0.072192531,126.5071429,150.88,undefined
10/6/2015,2015,10,6,1,40,2015-40,65.8,67,64.6,65,600,65,-0.063400597,119.3357143,149.016,undefined
10/7/2015,2015,10,7,2,40,2015-40,64.6,67.6,53.4,58.8,5100,58.8,-0.095384627,111.35,147.012,undefined
10/8/2015,2015,10,8,3,40,2015-40,52.4,58,52.2,57,1800,57,-0.030612232,102.9785714,144.936,undefined
10/9/2015,2015,10,9,4,40,2015-40,57.2,58,54.8,56.8,1600,56.8,-0.003508785,95.35,142.988,undefined
10/12/2015,2015,10,12,0,41,2015-41,55,59.2,52.2,55.8,2000,55.8,-0.017605634,88.28571429,140.98,undefined
10/13/2015,2015,10,13,1,41,2015-41,61.2,71.8,51.2,52,16100,52,-0.068100346,80.87142857,138.846,undefined
10/14/2015,2015,10,14,2,41,2015-41,51.8,52.6,45,48,8700,48,-0.076923077,74.05714286,136.626,undefined
10/15/2015,2015,10,15,3,41,2015-41,50,54.16,45,50.2,5500,50.2,0.045833349,68.17142857,134.446,undefined
10/16/2015,2015,10,16,4,41,2015-41,50.2,58,49.4,57.6,2800,57.6,0.147410311,63.25714286,132.398,undefined
10/19/2015,2015,10,19,0,42,2015-42,59.2,65,55.6,62.6,3300,62.6,0.086805558,61.77142857,130.554,undefined
10/20/2015,2015,10,20,1,42,2015-42,62.6,65.4,55,61.2,1400,61.2,-0.022364181,60.48571429,128.706,undefined
10/21/2015,2015,10,21,2,42,2015-42,59.2,63.4,55.6,59.6,1600,59.6,-0.026143828,59.2,126.83,undefined
10/22/2015,2015,10,22,3,42,2015-42,56.2,63.2,56.2,57.6,600,57.6,-0.033557048,57.97142857,124.998,undefined
10/23/2015,2015,10,23,4,42,2015-42,58,58.6,55.8,57.8,1000,57.8,0.003472236,57.14285714,123.002,undefined
10/26/2015,2015,10,26,0,43,2015-43,57.2,58.1,56,57.6,800,57.6,-0.003460221,56.61428571,120.986,undefined
