High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,mean_return,volatility,label
186.8000031,172,184,178,1100,178,0.338,4/23/2015,16,2015,-1.2014,0.991977217,undefined
183.6000061,173,183.6000061,176,800,176,-1.124,4/24/2015,16,2015,-1.2014,0.991977217,undefined
198,176,176,182.6000061,700,182.6000061,3.75,4/27/2015,17,2015,1.275,1.739763633,undefined
200.1999969,176.8999939,183.6000061,186.6000061,200,186.6000061,2.191,4/28/2015,17,2015,1.275,1.739763633,undefined
186.3999939,176.6999969,184.1999969,186,200,186,-0.322,4/29/2015,17,2015,1.275,1.739763633,undefined
185.8000031,179.1600037,179.1600037,185.3999939,0,185.3999939,-0.323,4/30/2015,17,2015,1.275,1.739763633,undefined
188.3999939,180,188.3999939,187.3999939,100,187.3999939,1.079,5/1/2015,17,2015,1.275,1.739763633,undefined
199.3999939,181.8000031,181.8000031,181.8000031,0,181.8000031,-2.988,5/4/2015,18,2015,0.88,3.438166735,undefined
183.1999969,182.3999939,182.3999939,182.6000061,0,182.6000061,0.44,5/5/2015,18,2015,0.88,3.438166735,undefined
180,180,180,180,0,180,-1.424,5/6/2015,18,2015,0.88,3.438166735,undefined
187.1999969,184.6999969,186.1999969,184.6999969,200,184.6999969,2.611,5/7/2015,18,2015,0.88,3.438166735,undefined
195.3399963,186.3999939,187.1999969,195.3399963,200,195.3399963,5.761,5/8/2015,18,2015,0.88,3.438166735,undefined
191.8000031,180.1999969,190,189.1999969,1700,189.1999969,-3.143,5/11/2015,19,2015,1.3414,3.837883701,undefined
190,183.1999969,187.8000031,190,1000,190,0.423,5/12/2015,19,2015,1.3414,3.837883701,undefined
193,180,184.3999939,188.1999969,1500,188.1999969,-0.947,5/13/2015,19,2015,1.3414,3.837883701,undefined
195.6000061,180,189.3999939,195.6000061,1700,195.6000061,3.932,5/14/2015,19,2015,1.3414,3.837883701,undefined
216.6000061,190,192,208.1999969,5900,208.1999969,6.442,5/15/2015,19,2015,1.3414,3.837883701,undefined
213.8000031,187.8000031,209,198.6000061,3200,198.6000061,-4.611,5/18/2015,20,2015,-2.217,2.896886864,undefined
209,191,205,194.6000061,2900,194.6000061,-2.014,5/19/2015,20,2015,-2.217,2.896886864,undefined
202,187,202,187,900,187,-3.905,5/20/2015,20,2015,-2.217,2.896886864,undefined
209.8000031,185.8000031,195,192,7400,192,2.674,5/21/2015,20,2015,-2.217,2.896886864,undefined
193.1999969,181.1999969,193.1999969,185.8000031,300,185.8000031,-3.229,5/22/2015,20,2015,-2.217,2.896886864,undefined
196.3999939,184.8000031,189,187.3999939,4900,187.3999939,0.861,5/26/2015,21,2015,-1.52975,5.109208313,undefined
192.6000061,186.3999939,187.6000061,191.1999969,400,191.1999969,2.028,5/27/2015,21,2015,-1.52975,5.109208313,undefined
192.8000031,170.8000031,191.3999939,173.8000031,4700,173.8000031,-9.1,5/28/2015,21,2015,-1.52975,5.109208313,undefined
181.1999969,170.8000031,181,173.9600067,2000,173.9600067,0.092,5/29/2015,21,2015,-1.52975,5.109208313,undefined
177,159.8000031,176.3999939,159.8000031,7600,159.8000031,-8.14,6/1/2015,22,2015,-2.1814,3.439885943,undefined
162.8000031,155.3999939,160,158.6000061,6900,158.6000061,-0.751,6/2/2015,22,2015,-2.1814,3.439885943,undefined
163.1000061,157,158.3999939,159.6000061,2200,159.6000061,0.631,6/3/2015,22,2015,-2.1814,3.439885943,undefined
166.8000031,157,157.6000061,158.1999969,1200,158.1999969,-0.877,6/4/2015,22,2015,-2.1814,3.439885943,undefined
158.6000061,143,158.6000061,155.3999939,3000,155.3999939,-1.77,6/5/2015,22,2015,-2.1814,3.439885943,undefined
152.8399963,143.6799927,151.3999939,147.8000031,2200,147.8000031,-4.891,6/8/2015,23,2015,-1.0576,3.457550838,undefined
155,145,145,154,600,154,4.195,6/9/2015,23,2015,-1.0576,3.457550838,undefined
155.0800018,150.1199951,152.1999969,154,400,154,0,6/10/2015,23,2015,-1.0576,3.457550838,undefined
155,147,152.3999939,149.1999969,1200,149.1999969,-3.117,6/11/2015,23,2015,-1.0576,3.457550838,undefined
149.6000061,146,149.6000061,147,200,147,-1.475,6/12/2015,23,2015,-1.0576,3.457550838,undefined
150,143,146,150,600,150,2.041,6/15/2015,24,2015,-0.0236,2.771776019,undefined
153.3999939,142.8999939,149.8000031,145.1999969,700,145.1999969,-3.2,6/16/2015,24,2015,-0.0236,2.771776019,undefined
148.6000061,141.8000031,146.6000061,148.1999969,700,148.1999969,2.066,6/17/2015,24,2015,-0.0236,2.771776019,undefined
151,143.3999939,143.3999939,151,700,151,1.889,6/18/2015,24,2015,-0.0236,2.771776019,undefined
150.8000031,146.6000061,146.8000031,146.6000061,100,146.6000061,-2.914,6/19/2015,24,2015,-0.0236,2.771776019,undefined
155,146.1999969,155,146.1999969,200,146.1999969,-0.273,6/22/2015,25,2015,0.1988,1.44987265,undefined
150,148,148.1999969,149.6000061,100,149.6000061,2.326,6/23/2015,25,2015,0.1988,1.44987265,undefined
153,147.6000061,147.6000061,150.5,600,150.5,0.602,6/24/2015,25,2015,0.1988,1.44987265,undefined
151.6000061,145.3999939,150,148,2800,148,-1.661,6/25/2015,25,2015,0.1988,1.44987265,undefined
151.6000061,144.3999939,151.6000061,148,2000,148,0,6/26/2015,25,2015,0.1988,1.44987265,undefined
151,145,148,146.3999939,500,146.3999939,-1.081,6/29/2015,26,2015,1.392,3.073602338,undefined
149.3600006,140.1999969,149.3600006,145,600,145,-0.956,6/30/2015,26,2015,1.392,3.073602338,undefined
150.3999939,145.6000061,147.6000061,148.1999969,200,148.1999969,2.207,7/1/2015,26,2015,1.392,3.073602338,undefined
157,149.6000061,149.6000061,156.1999969,600,156.1999969,5.398,7/2/2015,26,2015,1.392,3.073602338,undefined
164,152,152,162,3600,162,3.713,7/6/2015,27,2015,1.1948,4.14329702,undefined
165.8000031,159.6000061,164,163.1999969,1000,163.1999969,0.741,7/7/2015,27,2015,1.1948,4.14329702,undefined
160.1799927,150,158.3000031,155.6000061,400,155.6000061,-4.657,7/8/2015,27,2015,1.1948,4.14329702,undefined
162.1799927,153.6000061,153.6000061,155.3999939,300,155.3999939,-0.129,7/9/2015,27,2015,1.1948,4.14329702,undefined
166.6000061,160.1999969,163.6000061,165.1999969,300,165.1999969,6.306,7/10/2015,27,2015,1.1948,4.14329702,undefined
181.3999939,156,165.3999939,180,1100,180,8.959,7/13/2015,28,2015,2.8594,4.141355491,undefined
200,174.6000061,175.8000031,188.6000061,2000,188.6000061,4.778,7/14/2015,28,2015,2.8594,4.141355491,undefined
194,180.4799957,192,188.1999969,1200,188.1999969,-0.212,7/15/2015,28,2015,2.8594,4.141355491,undefined
194.8000031,187,193.6000061,192.1999969,900,192.1999969,2.125,7/16/2015,28,2015,2.8594,4.141355491,undefined
192.1999969,188,192,189.6000061,600,189.6000061,-1.353,7/17/2015,28,2015,2.8594,4.141355491,undefined
190,180,190,180,400,180,-5.063,7/20/2015,29,2015,-1.657,2.361760466,undefined
189.6000061,180.1999969,182.7400055,180.1999969,500,180.1999969,0.111,7/21/2015,29,2015,-1.657,2.361760466,undefined
184.8600006,174.3999939,180.3999939,180,800,180,-0.111,7/22/2015,29,2015,-1.657,2.361760466,undefined
182.6000061,176,179.8000031,180,600,180,0,7/23/2015,29,2015,-1.657,2.361760466,undefined
177.6000061,168,176.6000061,174.1999969,300,174.1999969,-3.222,7/24/2015,29,2015,-1.657,2.361760466,undefined
161.8000031,149.3999939,161.8000031,158.1999969,600,158.1999969,-9.185,7/27/2015,30,2015,-2.0708,4.554822905,undefined
162.1999969,153.1999969,162,159,800,159,0.506,7/28/2015,30,2015,-2.0708,4.554822905,undefined
162,153.8000031,155.5599976,160.8000031,200,160.8000031,1.132,7/29/2015,30,2015,-2.0708,4.554822905,undefined
160.6000061,153.8000031,160.6000061,154.1999969,200,154.1999969,-4.104,7/30/2015,30,2015,-2.0708,4.554822905,undefined
158,154.3999939,155,156.1999969,500,156.1999969,1.297,7/31/2015,30,2015,-2.0708,4.554822905,undefined
160,156.1999969,159.8000031,158.6999969,200,158.6999969,1.601,8/3/2015,31,2015,-0.1662,1.82292312,undefined
161,153.8399963,159.6000061,159,800,159,0.189,8/4/2015,31,2015,-0.1662,1.82292312,undefined
161,156,159.3600006,159.1999969,600,159.1999969,0.126,8/5/2015,31,2015,-0.1662,1.82292312,undefined
162,159.3399963,161,160,900,160,0.503,8/6/2015,31,2015,-0.1662,1.82292312,undefined
160.6000061,154,155.3999939,154.8000031,400,154.8000031,-3.25,8/7/2015,31,2015,-0.1662,1.82292312,undefined
160,144.8000031,155.1999969,153.6000061,400,153.6000061,-0.775,8/10/2015,32,2015,0.499,3.115450529,undefined
154,147,152.1999969,153.3999939,200,153.3999939,-0.13,8/11/2015,32,2015,0.499,3.115450529,undefined
153.3999939,148,153.3999939,149.1999969,100,149.1999969,-2.738,8/12/2015,32,2015,0.499,3.115450529,undefined
159,154.6000061,159,157.6000061,0,157.6000061,5.63,8/13/2015,32,2015,0.499,3.115450529,undefined
159.1999969,158.3999939,159.1999969,158.3999939,0,158.3999939,0.508,8/14/2015,32,2015,0.499,3.115450529,undefined
163.1999969,160,160.3999939,163.1999969,100,163.1999969,3.03,8/17/2015,33,2015,0.0206,2.278287142,undefined
162,158.6000061,162,160,100,160,-1.961,8/18/2015,33,2015,0.0206,2.278287142,undefined
162,159.3999939,161.6000061,159.3999939,100,159.3999939,-0.375,8/19/2015,33,2015,0.0206,2.278287142,undefined
162,160.6000061,161.6000061,162,100,162,1.631,8/20/2015,33,2015,0.0206,2.278287142,undefined
162,158.3999939,162,158.3999939,100,158.3999939,-2.222,8/21/2015,33,2015,0.0206,2.278287142,undefined
150,144,144,150,100,150,-5.303,8/24/2015,34,2015,0.5028,3.595895188,undefined
160.8000031,151,151,156.8000031,0,156.8000031,4.533,8/25/2015,34,2015,0.5028,3.595895188,undefined
161,156.1999969,160.1999969,158.1999969,100,158.1999969,0.893,8/26/2015,34,2015,0.5028,3.595895188,undefined
161,156.9199982,160.3999939,161,0,161,1.77,8/27/2015,34,2015,0.5028,3.595895188,undefined
162.1999969,161,161,162,300,162,0.621,8/28/2015,34,2015,0.5028,3.595895188,undefined
166.3999939,161.3999939,161.8800049,162,600,162,0,8/31/2015,35,2015,1.639,1.872460413,undefined
162,160,160,162,300,162,0,9/1/2015,35,2015,1.639,1.872460413,undefined
173.3999939,160,168,164.3999939,800,164.3999939,1.481,9/2/2015,35,2015,1.639,1.872460413,undefined
168,162.1999969,164.8000031,168,400,168,2.19,9/3/2015,35,2015,1.639,1.872460413,undefined
178,166,177,175.6000061,400,175.6000061,4.524,9/4/2015,35,2015,1.639,1.872460413,undefined
184,170,184,179.8000031,600,179.8000031,2.392,9/8/2015,36,2015,-2.3075,4.643465265,undefined
178,166,178,166,1200,166,-7.675,9/9/2015,36,2015,-2.3075,4.643465265,undefined
168,152.6000061,166.8000031,158.3999939,900,158.3999939,-4.578,9/10/2015,36,2015,-2.3075,4.643465265,undefined
160.3999939,155,157.6000061,159.3999939,700,159.3999939,0.631,9/11/2015,36,2015,-2.3075,4.643465265,undefined
165.3999939,158.6000061,164,163.3999939,300,163.3999939,2.509,9/14/2015,37,2015,1.8242,2.859043931,undefined
171.1999969,164.1999969,165.6000061,170.6000061,400,170.6000061,4.406,9/15/2015,37,2015,1.8242,2.859043931,undefined
173.1999969,165.3999939,169.8000031,165.3999939,200,165.3999939,-3.048,9/16/2015,37,2015,1.8242,2.859043931,undefined
170.8000031,160.1999969,168.8000031,170.6000061,500,170.6000061,3.144,9/17/2015,37,2015,1.8242,2.859043931,undefined
182,168.1999969,169.3999939,174.1999969,2300,174.1999969,2.11,9/18/2015,37,2015,1.8242,2.859043931,undefined
175.6199951,162.1999969,174.6000061,163.6000061,1000,163.6000061,-6.085,9/21/2015,38,2015,-5.2608,3.49313272,undefined
160.6000061,152.6000061,160,154.6999969,600,154.6999969,-5.44,9/22/2015,38,2015,-5.2608,3.49313272,undefined
178.6000061,151,151,155.8000031,1000,155.8000031,0.711,9/23/2015,38,2015,-5.2608,3.49313272,undefined
159.8000031,142,158.3999939,143.3999939,900,143.3999939,-7.959,9/24/2015,38,2015,-5.2608,3.49313272,undefined
148.8000031,129,148.8000031,132.6000061,1200,132.6000061,-7.531,9/25/2015,38,2015,-5.2608,3.49313272,undefined
131.6000061,121.4000015,130,126.4000015,1800,126.4000015,-4.676,9/28/2015,39,2015,-9.8718,13.54948819,undefined
90.13999939,68.59999847,80,83.40000153,9100,83.40000153,-34.019,9/29/2015,39,2015,-9.8718,13.54948819,undefined
88.59999847,77,83,79.19999695,2500,79.19999695,-5.036,9/30/2015,39,2015,-9.8718,13.54948819,undefined
80,75.19999695,78.80000305,77.59999847,1900,77.59999847,-2.02,10/1/2015,39,2015,-9.8718,13.54948819,undefined
76.59999847,74.19999695,75.80000305,74.80000305,500,74.80000305,-3.608,10/2/2015,39,2015,-9.8718,13.54948819,undefined
74,62,74,69.40000153,2400,69.40000153,-7.219,10/5/2015,40,2015,-5.3018,3.613533963,undefined
67,64.59999847,65.80000305,65,600,65,-6.34,10/6/2015,40,2015,-5.3018,3.613533963,undefined
67.59999847,53.40000153,64.59999847,58.79999924,5100,58.79999924,-9.538,10/7/2015,40,2015,-5.3018,3.613533963,undefined
58,52.20000076,52.40000153,57,1800,57,-3.061,10/8/2015,40,2015,-5.3018,3.613533963,undefined
58,54.79999924,57.20000076,56.79999924,1600,56.79999924,-0.351,10/9/2015,40,2015,-5.3018,3.613533963,undefined
59.20000076,52.20000076,55,55.79999924,2000,55.79999924,-1.761,10/12/2015,41,2015,0.6122,9.28804488,undefined
71.80000305,51.20000076,61.20000076,52,16100,52,-6.81,10/13/2015,41,2015,0.6122,9.28804488,undefined
52.59999847,45,51.79999924,48,8700,48,-7.692,10/14/2015,41,2015,0.6122,9.28804488,undefined
54.15999985,45,50,50.20000076,5500,50.20000076,4.583,10/15/2015,41,2015,0.6122,9.28804488,undefined
58,49.40000153,50.20000076,57.59999847,2800,57.59999847,14.741,10/16/2015,41,2015,0.6122,9.28804488,undefined
65,55.59999847,59.20000076,62.59999847,3300,62.59999847,8.681,10/19/2015,42,2015,0.1644,4.960858323,undefined
65.40000153,55,62.59999847,61.20000076,1400,61.20000076,-2.236,10/20/2015,42,2015,0.1644,4.960858323,undefined
63.40000153,55.59999847,59.20000076,59.59999847,1600,59.59999847,-2.614,10/21/2015,42,2015,0.1644,4.960858323,undefined
63.20000076,56.20000076,56.20000076,57.59999847,600,57.59999847,-3.356,10/22/2015,42,2015,0.1644,4.960858323,undefined
58.59999847,55.79999924,58,57.79999924,1000,57.79999924,0.347,10/23/2015,42,2015,0.1644,4.960858323,undefined
58.09999847,56,57.20000076,57.59999847,800,57.59999847,-0.346,10/26/2015,43,2015,-0.9066,5.338940841,undefined
57.20000076,52,57.20000076,52.20000076,2400,52.20000076,-9.375,10/27/2015,43,2015,-0.9066,5.338940841,undefined
56,52.40000153,52.40000153,55,500,55,5.364,10/28/2015,43,2015,-0.9066,5.338940841,undefined
56.40000153,54.59999847,55.79999924,55.40000153,200,55.40000153,0.727,10/29/2015,43,2015,-0.9066,5.338940841,undefined
55.59999847,53.20000076,53.79999924,54.90000153,900,54.90000153,-0.903,10/30/2015,43,2015,-0.9066,5.338940841,undefined
59,54.90000153,57,59,600,59,7.468,11/2/2015,44,2015,3.0286,3.330017162,undefined
64,61.20000076,61.40000153,62,2000,62,5.085,11/3/2015,44,2015,3.0286,3.330017162,undefined
64,60,63.40000153,61.79999924,1100,61.79999924,-0.323,11/4/2015,44,2015,3.0286,3.330017162,undefined
62,59.59999847,61.79999924,61.79999924,400,61.79999924,0,11/5/2015,44,2015,3.0286,3.330017162,undefined
63.79999924,59.61999893,61.20000076,63.59999847,100,63.59999847,2.913,11/6/2015,44,2015,3.0286,3.330017162,undefined
62.59999847,59.20000076,62.59999847,59.20000076,200,59.20000076,-6.918,11/9/2015,45,2015,-2.2806,4.818214483,undefined
63.59999847,59,59,62.20000076,17300,62.20000076,5.068,11/10/2015,45,2015,-2.2806,4.818214483,undefined
62.40000153,52.20000076,59.40000153,58.40000153,2000,58.40000153,-6.109,11/11/2015,45,2015,-2.2806,4.818214483,undefined
58.59999847,55,58.40000153,56.79999924,1100,56.79999924,-2.74,11/12/2015,45,2015,-2.2806,4.818214483,undefined
57.20000076,53.79999924,55.90000153,56.40000153,1300,56.40000153,-0.704,11/13/2015,45,2015,-2.2806,4.818214483,undefined
58,54.20000076,55.20000076,57.40000153,1100,57.40000153,1.773,11/16/2015,46,2015,1.4436,3.958250219,undefined
60.09999847,58.88000107,58.88000107,59.70000076,5100,59.70000076,4.007,11/17/2015,46,2015,1.4436,3.958250219,undefined
63.79999924,59.40000153,61.79999924,62.40000153,1100,62.40000153,4.523,11/18/2015,46,2015,1.4436,3.958250219,undefined
64,58.79999924,58.79999924,63.79999924,800,63.79999924,2.244,11/19/2015,46,2015,1.4436,3.958250219,undefined
64,58.79999924,64,60.40000153,2900,60.40000153,-5.329,11/20/2015,46,2015,1.4436,3.958250219,undefined
60,59.20000076,59.90000153,59.20000076,800,59.20000076,-1.987,11/23/2015,47,2015,-2.80275,3.538358694,undefined
59,54.40000153,58.90000153,54.79999924,7900,54.79999924,-7.432,11/24/2015,47,2015,-2.80275,3.538358694,undefined
56.79999924,52,52,53.20000076,12500,53.20000076,-2.92,11/25/2015,47,2015,-2.80275,3.538358694,undefined
56.79999924,53.40000153,56.79999924,53.79999924,900,53.79999924,1.128,11/27/2015,47,2015,-2.80275,3.538358694,undefined
56,53.20000076,54,55,1200,55,2.23,11/30/2015,48,2015,0.0192,2.189879609,undefined
57.59999847,54.20000076,54.40000153,56.20000076,400,56.20000076,2.182,12/1/2015,48,2015,0.0192,2.189879609,undefined
56.79999924,53.40000153,56.79999924,54.59999847,800,54.59999847,-2.847,12/2/2015,48,2015,0.0192,2.189879609,undefined
55,53.20000076,54.40000153,54,400,54,-1.099,12/3/2015,48,2015,0.0192,2.189879609,undefined
55,51.88000107,54.20000076,53.79999924,600,53.79999924,-0.37,12/4/2015,48,2015,0.0192,2.189879609,undefined
59.20000076,51.20000076,51.79999924,53.59999847,700,53.59999847,-0.372,12/7/2015,49,2015,-2.0672,2.516763537,undefined
55.59999847,50.20000076,51,53.40000153,1100,53.40000153,-0.373,12/8/2015,49,2015,-2.0672,2.516763537,undefined
55.20000076,51.40000153,53.40000153,51.40000153,300,51.40000153,-3.745,12/9/2015,49,2015,-2.0672,2.516763537,undefined
55.79999924,48.79999924,51.20000076,51.31999969,1300,51.31999969,-0.156,12/10/2015,49,2015,-2.0672,2.516763537,undefined
50.40000153,48,48.79999924,48.40000153,600,48.40000153,-5.69,12/11/2015,49,2015,-2.0672,2.516763537,undefined
49.40000153,45.59999847,48.20000076,47.20000076,200,47.20000076,-2.479,12/14/2015,50,2015,1.1554,5.140921834,undefined
47,45.20000076,46.20000076,45.20000076,900,45.20000076,-4.237,12/15/2015,50,2015,1.1554,5.140921834,undefined
47.79999924,45,45,45.20000076,200,45.20000076,0,12/16/2015,50,2015,1.1554,5.140921834,undefined
51.59999847,45,45.20000076,47,400,47,3.982,12/17/2015,50,2015,1.1554,5.140921834,undefined
51.79999924,45.59999847,48.20000076,51,400,51,8.511,12/18/2015,50,2015,1.1554,5.140921834,undefined
48.59999847,45.40000153,48.59999847,48,500,48,-5.882,12/21/2015,51,2015,-1.5025,5.285477367,undefined
49.20000076,45.59999847,49,45.59999847,800,45.59999847,-5,12/22/2015,51,2015,-1.5025,5.285477367,undefined
46,44.59999847,46,45.22000122,1400,45.22000122,-0.833,12/23/2015,51,2015,-1.5025,5.285477367,undefined
48.20000076,46.59999847,48,47.79999924,0,47.79999924,5.705,12/24/2015,51,2015,-1.5025,5.285477367,undefined
49,47.58000183,47.58000183,48.79999924,100,48.79999924,2.092,12/28/2015,52,2015,-1.11175,3.924660697,undefined
48.79999924,46.40000153,48.59999847,47.79999924,300,47.79999924,-2.049,12/29/2015,52,2015,-1.11175,3.924660697,undefined
48.59999847,40.79999924,46.59999847,44.79999924,2400,44.79999924,-6.276,12/30/2015,52,2015,-1.11175,3.924660697,undefined
48.79999924,43.20000076,44.59999847,45.59999847,1100,45.59999847,1.786,12/31/2015,52,2015,-1.11175,3.924660697,undefined
49,46.59999847,48,47.59999847,200,47.59999847,4.386,1/4/2016,1,2016,1.0054,3.848768868,undefined
51,48.24000168,49.79999924,50.22000122,0,50.22000122,5.504,1/5/2016,1,2016,1.0054,3.848768868,undefined
50,48,48,48.59999847,0,48.59999847,-3.226,1/6/2016,1,2016,1.0054,3.848768868,undefined
49.79999924,46.88000107,49.79999924,48.79999924,0,48.79999924,0.412,1/7/2016,1,2016,1.0054,3.848768868,undefined
